generation,set_name,card_name,pokemon_id,pokemon_name,card_number,set_size,price,rarity,img,update
Schwert & Schild,Drachenwandel,Meditalis V,308,0308 Meditalis,186,186,16.99,Rare Ultra,./img/Drachenwandel_186_Meditalis V.png,26.10.2025
Schwert & Schild,Drachenwandel,Feelinara V,700,0700 Feelinara,184,184,130.0,Rare Ultra,./img/Drachenwandel_184_Feelinara V.png,26.10.2025
Schwert & Schild,Drachenwandel,Golgantes V,623,0623 Golgantes,182,182,21.5,Rare Ultra,./img/Drachenwandel_182_Golgantes V.png,26.10.2025
Schwert & Schild,Drachenwandel,Psiana V,196,0196 Psiana,180,180,115.0,Rare Ultra,./img/Drachenwandel_180_Psiana V.png,26.10.2025
Schwert & Schild,Drachenwandel,Glaziola V,471,0471 Glaziola,175,175,109.99,Rare Ultra,./img/Drachenwandel_175_Glaziola V.png,26.10.2025
Schwert & Schild,Drachenwandel,Folipurba V,470,0470 Folipurba,167,167,122.06,Rare Ultra,./img/Drachenwandel_167_Folipurba V.png,26.10.2025
Schwert & Schild,Drachenwandel,Folipurba V,470,0470 Folipurba,166,166,17.99,Rare Ultra,./img/Drachenwandel_166_Folipurba V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Boreos V,641,0641 Boreos,185,185,20.0,Rare Ultra,./img/SchaurigeHerrschaft_185_Boreos V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Heiteira V,242,0242 Heiteira,183,183,18.0,Rare Ultra,./img/SchaurigeHerrschaft_183_Heiteira V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Galar-Laschoking V,199,0199 Laschoking,179,179,46.99,Rare Ultra,./img/SchaurigeHerrschaft_179_Galar-Laschoking V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Galar-Lavados V,146,0146 Lavados,177,177,144.0,Rare Ultra,./img/SchaurigeHerrschaft_177_Galar-Lavados V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Galar-Zapdos V,145,0145 Zapdos,174,174,48.99,Rare Ultra,./img/SchaurigeHerrschaft_174_Galar-Zapdos V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Rappenreiter-Coronospa V,898,0898 Coronospa,172,172,23.0,Rare Ultra,./img/SchaurigeHerrschaft_172_Rappenreiter-Coronospa V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Galar-Arktos V,144,0144 Arktos,170,170,64.89,Rare Ultra,./img/SchaurigeHerrschaft_170_Galar-Arktos V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Galar-Gallopa V,78,0078 Gallopa,168,168,42.0,Rare Ultra,./img/SchaurigeHerrschaft_168_Galar-Gallopa V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Zeraora V,807,0807 Zeraora,166,166,64.95,Rare Ultra,./img/SchaurigeHerrschaft_166_Zeraora V.png,26.10.2025
Schwert & Schild,Schaurige Herrschaft,Schimmelreiter-Coronospa V,898,0898 Coronospa,164,164,20.0,Rare Ultra,./img/SchaurigeHerrschaft_164_Schimmelreiter-Coronospa V.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Brutalanda-ex,373,0373 Brutalanda,187,159,50.0,Special Illustration Rare,./img/Reisegefährten_187_Brutalanda-ex.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Hops Zacian-ex,888,0888 Zacian,186,159,34.5,Special Illustration Rare,./img/Reisegefährten_186_Hops Zacian-ex.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Ns Zoroark-ex,571,0571 Zoroark,185,159,40.0,Special Illustration Rare,./img/Reisegefährten_185_Ns Zoroark-ex.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Lillys Piepi-ex,35,0035 Piepi,184,159,89.59,Special Illustration Rare,./img/Reisegefährten_184_Lillys Piepi-ex.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Enigmaras Wampitz-ex,939,0939 Wampitz,183,159,35.0,Special Illustration Rare,./img/Reisegefährten_183_Enigmaras Wampitz-ex.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Volcanion-ex,721,0721 Volcanion,182,159,24.99,Special Illustration Rare,./img/Reisegefährten_182_Volcanion-ex.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Hops Wolly,831,0831 Wolly,170,159,2.0,Illustration Rare,./img/Reisegefährten_170_Hops Wolly.png,26.10.2025
Karmesin & Purpur,Reisegefährten,eF-eM,714,0714 eF-eM,169,159,3.0,Illustration Rare,./img/Reisegefährten_169_eF-eM.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Wiesenior,162,0162 Wiesenior,168,159,3.95,Illustration Rare,./img/Reisegefährten_168_Wiesenior.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Ns Reshiram,643,0643 Reshiram,167,159,13.0,Illustration Rare,./img/Reisegefährten_167_Ns Reshiram.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Wolwerock,745,0745 Wolwerock,166,159,1.9,Illustration Rare,./img/Reisegefährten_166_Wolwerock.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Quiekel,220,0220 Quiekel,165,159,1.2,Illustration Rare,./img/Reisegefährten_165_Quiekel.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Lillys Bandelby,743,0743 Bandelby,164,159,3.99,Illustration Rare,./img/Reisegefährten_164_Lillys Bandelby.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Enigmaras Voltrean,941,0941 Voltrean,163,159,2.78,Illustration Rare,./img/Reisegefährten_163_Enigmaras Voltrean.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Wailord,321,0321 Wailord,162,159,7.8,Illustration Rare,./img/Reisegefährten_162_Wailord.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Arktos,144,0144 Arktos,161,159,15.99,Illustration Rare,./img/Reisegefährten_161_Arktos.png,26.10.2025
Karmesin & Purpur,Reisegefährten,Maracamba,556,0556 Maracamba,160,159,1.2,Illustration Rare,./img/Reisegefährten_160_Maracamba.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Terapagos-ex Holo,1024,1024 Terapagos,169,131,28.49,Special Illustration Rare,./img/PrismatischeEntwicklungen_169_Terapagos-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Blutmond-Ursaluna-ex Holo,901,0901 Ursaluna,168,131,45.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_168_Blutmond-Ursaluna-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Evoli-ex Holo,133,0133 Evoli,167,131,113.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_167_Evoli-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Furienblitz-ex Holo,1021,1021 Furienblitz,166,131,59.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_166_Furienblitz-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Katapuldra-ex Holo,887,0887 Katapuldra,165,131,76.99,Special Illustration Rare,./img/PrismatischeEntwicklungen_165_Katapuldra-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Monetigo-ex Holo,1000,1000 Monetigo,164,131,42.98,Special Illustration Rare,./img/PrismatischeEntwicklungen_164_Monetigo-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Infamomo-ex Holo,1025,1025 Infamomo,163,131,26.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_163_Infamomo-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Donnersichel-ex Holo,1005,1005 Donnersichel,162,131,110.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_162_Donnersichel-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Nachtara-ex Holo,197,0197 Nachtara,161,131,700.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_161_Nachtara-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Fundamentmaske-Ogerpon-ex Holo,1017,1017 Ogerpon,160,131,17.5,Special Illustration Rare,./img/PrismatischeEntwicklungen_160_Fundamentmaske-Ogerpon-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Sandfell-ex Holo,989,0989 Sandfell,159,131,27.5,Special Illustration Rare,./img/PrismatischeEntwicklungen_159_Sandfell-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Eisenhaupt-ex Holo,1023,1023 Eisenhaupt,158,131,27.99,Special Illustration Rare,./img/PrismatischeEntwicklungen_158_Eisenhaupt-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Eisenkrieger-ex Holo,1006,1006 Eisenkrieger,157,131,35.9,Special Illustration Rare,./img/PrismatischeEntwicklungen_157_Eisenkrieger-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Feelinara-ex Holo,700,0700 Feelinara,156,131,190.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_156_Feelinara-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Psiana-ex Holo,196,0196 Psiana,155,131,163.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_155_Psiana-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Eisenhand-ex Holo,992,0992 Eisenhand,154,131,30.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_154_Eisenhand-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Blitza-ex Holo,135,0135 Blitza,153,131,134.9,Special Illustration Rare,./img/PrismatischeEntwicklungen_153_Blitza-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Brunnenmaske-Ogerpon-ex Holo,1017,1017 Ogerpon,152,131,16.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_152_Brunnenmaske-Ogerpon-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Delfinator-ex Holo,964,0964 Delfinator,151,131,44.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_151_Delfinator-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Glaziola-ex Holo,471,0471 Glaziola,150,131,143.95,Special Illustration Rare,./img/PrismatischeEntwicklungen_150_Glaziola-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Aquana-ex Holo,134,0134 Aquana,149,131,155.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_149_Aquana-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Ofenmaske-Ogerpon-ex Holo,1017,1017 Ogerpon,148,131,17.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_148_Ofenmaske-Ogerpon-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Azugladis-ex Holo,937,0937 Azugladis,147,131,84.99,Special Illustration Rare,./img/PrismatischeEntwicklungen_147_Azugladis-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Flamara-ex Holo,136,0136 Flamara,146,131,144.44,Special Illustration Rare,./img/PrismatischeEntwicklungen_146_Flamara-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Türkisgrüne-Maske-Ogerpon-ex Holo,1017,1017 Ogerpon,145,131,20.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_145_Türkisgrüne-Maske-Ogerpon-ex Holo.png,26.10.2025
Karmesin & Purpur,Prismatische Entwicklungen,Folipurba-ex Holo,470,0470 Folipurba,144,131,185.0,Special Illustration Rare,./img/PrismatischeEntwicklungen_144_Folipurba-ex Holo.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Alola-Kokowei-ex,103,0103 Kokowei,242,191,25.0,Special Illustration Rare,./img/StürmischeFunken_242_Alola-Kokowei-ex.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Briduradon-ex,1018,1018 Briduradon,241,191,13.0,Special Illustration Rare,./img/StürmischeFunken_241_Briduradon-ex.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Trikephalo-ex,635,0635 Trikephalo,240,191,38.5,Special Illustration Rare,./img/StürmischeFunken_240_Trikephalo-ex.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Latias-ex,380,0380 Latias,239,191,118.99,Special Illustration Rare,./img/StürmischeFunken_239_Latias-ex.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Pikachu-ex,25,0025 Pikachu,238,191,181.0,Special Illustration Rare,./img/StürmischeFunken_238_Pikachu-ex.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Milotic-ex,350,0350 Milotic,237,191,84.99,Special Illustration Rare,./img/StürmischeFunken_237_Milotic-ex.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Fermicula-ex,632,0632 Fermicula,236,191,17.0,Special Illustration Rare,./img/StürmischeFunken_236_Fermicula-ex.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Washakwil,628,0628 Washakwil,214,191,3.0,Illustration Rare,./img/StürmischeFunken_214_Washakwil.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Kecleon,352,0352 Kecleon,213,191,3.0,Illustration Rare,./img/StürmischeFunken_213_Kecleon.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Bummelz,287,0287 Bummelz,212,191,4.25,Illustration Rare,./img/StürmischeFunken_212_Bummelz.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Schlapfel,842,0842 Schlapfel,211,191,2.6,Illustration Rare,./img/StürmischeFunken_211_Schlapfel.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Drapfel,841,0841 Drapfel,210,191,2.1,Illustration Rare,./img/StürmischeFunken_210_Drapfel.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Panzaeron,227,0227 Panzaeron,209,191,5.2,Illustration Rare,./img/StürmischeFunken_209_Panzaeron.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Alola-Digdri,51,0051 Digdri,208,191,3.48,Illustration Rare,./img/StürmischeFunken_208_Alola-Digdri.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Klopptopus,852,0852 Klopptopus,207,191,4.8,Illustration Rare,./img/StürmischeFunken_207_Klopptopus.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Vibrava,329,0329 Vibrava,206,191,1.9,Illustration Rare,./img/StürmischeFunken_206_Vibrava.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Phanpy,231,0231 Phanpy,205,191,4.6,Illustration Rare,./img/StürmischeFunken_205_Phanpy.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Vesprit,481,0481 Vesprit,204,191,7.0,Illustration Rare,./img/StürmischeFunken_204_Vesprit.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Latios,381,0381 Latios,203,191,15.98,Illustration Rare,./img/StürmischeFunken_203_Latios.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Flunschlik,618,0618 Flunschlik,202,191,0.8,Illustration Rare,./img/StürmischeFunken_202_Flunschlik.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Kolowal,975,0975 Kolowal,201,191,1.25,Illustration Rare,./img/StürmischeFunken_201_Kolowal.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Knirfish,779,0779 Knirfish,200,191,0.99,Illustration Rare,./img/StürmischeFunken_200_Knirfish.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Seemops,363,0363 Seemops,199,191,4.59,Illustration Rare,./img/StürmischeFunken_199_Seemops.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Barschwa,349,0349 Barschwa,198,191,5.0,Illustration Rare,./img/StürmischeFunken_198_Barschwa.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Azugladis,937,0937 Azugladis,197,191,8.75,Illustration Rare,./img/StürmischeFunken_197_Azugladis.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Ignivor,636,0636 Ignivor,196,191,1.47,Illustration Rare,./img/StürmischeFunken_196_Ignivor.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Formeo Sonnenform,351,0351 Formeo,195,191,3.48,Illustration Rare,./img/StürmischeFunken_195_Formeo Sonnenform.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Lamellux,756,0756 Lamellux,194,191,1.5,Illustration Rare,./img/StürmischeFunken_194_Lamellux.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Vivillon,666,0666 Vivillon,193,191,2.0,Illustration Rare,./img/StürmischeFunken_193_Vivillon.png,26.10.2025
Karmesin & Purpur,Stürmische Funken,Owei,102,0102 Owei,192,191,3.3,Illustration Rare,./img/StürmischeFunken_192_Owei.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Terapagos-ex,1024,1024 Terapagos,170,142,36.84,Special Illustration Rare,./img/Stellarkrone_170_Terapagos-ex.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Backel-ex,927,0927 Backel,169,142,22.49,Special Illustration Rare,./img/Stellarkrone_169_Backel-ex.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Voltula-ex,596,0596 Voltula,168,142,17.5,Special Illustration Rare,./img/Stellarkrone_168_Voltula-ex.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Hydrapfel-ex,1019,1019 Hydrapfel,167,142,22.0,Special Illustration Rare,./img/Stellarkrone_167_Hydrapfel-ex.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Briduradon,1018,1018 Briduradon,155,142,1.69,Illustration Rare,./img/Stellarkrone_155_Briduradon.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Schluppuck,316,0316 Schluppuck,154,142,2.9,Illustration Rare,./img/Stellarkrone_154_Schluppuck.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Meditie,307,0307 Meditie,153,142,2.49,Illustration Rare,./img/Stellarkrone_153_Meditie.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Hokumil,868,0868 Hokumil,152,142,3.4,Illustration Rare,./img/Stellarkrone_152_Hokumil.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Zeraora,807,0807 Zeraora,151,142,4.0,Illustration Rare,./img/Stellarkrone_151_Zeraora.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Wattzapf,595,0595 Wattzapf,150,142,3.44,Illustration Rare,./img/Stellarkrone_150_Wattzapf.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Krawell,740,0740 Krawell,149,142,1.49,Illustration Rare,./img/Stellarkrone_149_Krawell.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Schiggy,7,0007 Schiggy,148,142,48.99,Illustration Rare,./img/Stellarkrone_148_Schiggy.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Kickerlo,814,0814 Kickerlo,147,142,3.0,Illustration Rare,./img/Stellarkrone_147_Kickerlo.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Tortunator,776,0776 Tortunator,146,142,1.45,Illustration Rare,./img/Stellarkrone_146_Tortunator.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Liliep,345,0345 Liliep,145,142,2.5,Illustration Rare,./img/Stellarkrone_145_Liliep.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Ledian,166,0166 Ledian,144,142,2.68,Illustration Rare,./img/Stellarkrone_144_Ledian.png,26.10.2025
Karmesin & Purpur,Stellarkrone,Bisasam,1,0001 Bisasam,143,142,38.5,Illustration Rare,./img/Stellarkrone_143_Bisasam.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Pecharunt ex,1025,1025 Infamomo,93,64,15.79,Special Illustration Rare,./img/NebelderSagen_93_Pecharunt ex.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Fezandipiti ex,1016,1016 Beatori,92,64,31.0,Special Illustration Rare,./img/NebelderSagen_92_Fezandipiti ex.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Munkidori ex,1015,1015 Benesaru,91,64,13.45,Special Illustration Rare,./img/NebelderSagen_91_Munkidori ex.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Okidogi ex,1014,1014 Boninu,90,64,17.49,Special Illustration Rare,./img/NebelderSagen_90_Okidogi ex.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Bewear,760,0760 Kosturso,79,64,4.99,Illustration Rare,./img/NebelderSagen_79_Bewear.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Persian,53,0053 Snobilikat,78,64,25.0,Illustration Rare,./img/NebelderSagen_78_Persian.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Fraxure,611,0611 Sharfax,77,64,4.4,Illustration Rare,./img/NebelderSagen_77_Fraxure.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Cufant,878,0878 Kupfanti,76,64,6.42,Illustration Rare,./img/NebelderSagen_76_Cufant.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Zorua,570,0570 Zorua,75,64,8.99,Illustration Rare,./img/NebelderSagen_75_Zorua.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Okidogi,1014,1014 Boninu,74,64,5.98,Illustration Rare,./img/NebelderSagen_74_Okidogi.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Fezandipiti,1016,1016 Beatori,73,64,5.98,Illustration Rare,./img/NebelderSagen_73_Fezandipiti.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Munkidori,1015,1015 Benesaru,72,64,17.17,Illustration Rare,./img/NebelderSagen_72_Munkidori.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Cresselia,488,0488 Cresselia,71,64,10.0,Illustration Rare,./img/NebelderSagen_71_Cresselia.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Dusknoir,477,0477 Zwirrfinst,70,64,13.5,Illustration Rare,./img/NebelderSagen_70_Dusknoir.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Dusclops,356,0356 Zwirrklop,69,64,12.0,Illustration Rare,./img/NebelderSagen_69_Dusclops.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Duskull,355,0355 Zwirrlicht,68,64,18.0,Illustration Rare,./img/NebelderSagen_68_Duskull.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Horsea,116,0116 Seeper,67,64,14.99,Illustration Rare,./img/NebelderSagen_67_Horsea.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Houndoom,229,0229 Hundemon,66,64,15.99,Illustration Rare,./img/NebelderSagen_66_Houndoom.png,26.10.2025
Karmesin & Purpur,Nebel der Sagen,Tapu Bulu,787,0787 Kapu-Toro,65,64,4.0,Illustration Rare,./img/NebelderSagen_65_Tapu Bulu.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Blutmond-Ursaluna-ex,901,0901 Ursaluna,216,167,25.0,Special Illustration Rare,./img/MaskeradeimZwielicht_216_Blutmond-Ursaluna-ex.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Fundamentmaske-Ogerpon-ex,1017,1017 Ogerpon,215,167,12.8,Special Illustration Rare,./img/MaskeradeimZwielicht_215_Fundamentmaske-Ogerpon-ex.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Quajutsu-ex,658,0658 Quajutsu,214,167,170.0,Special Illustration Rare,./img/MaskeradeimZwielicht_214_Quajutsu-ex.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Brunnenmaske-Ogerpon-ex,1017,1017 Ogerpon,213,167,13.5,Special Illustration Rare,./img/MaskeradeimZwielicht_213_Brunnenmaske-Ogerpon-ex.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Ofenmaske-Ogerpon-ex,1017,1017 Ogerpon,212,167,9.49,Special Illustration Rare,./img/MaskeradeimZwielicht_212_Ofenmaske-Ogerpon-ex.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Türkisgrüne-Maske-Ogerpon-ex,1017,1017 Ogerpon,211,167,14.9,Special Illustration Rare,./img/MaskeradeimZwielicht_211_Türkisgrüne-Maske-Ogerpon-ex.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Fatalitcha-ex,1013,1013 Fatalitcha,210,167,15.98,Special Illustration Rare,./img/MaskeradeimZwielicht_210_Fatalitcha-ex.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Evoli,133,0133 Evoli,188,167,40.0,Illustration Rare,./img/MaskeradeimZwielicht_188_Evoli.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Chaneira,113,0113 Chaneira,187,167,18.0,Illustration Rare,./img/MaskeradeimZwielicht_187_Chaneira.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Nigiragi,978,0978 Nigiragi,186,167,6.5,Illustration Rare,./img/MaskeradeimZwielicht_186_Nigiragi.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Knapfel,840,0840 Knapfel,185,167,3.59,Illustration Rare,./img/MaskeradeimZwielicht_185_Knapfel.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Stollrak,305,0305 Stollrak,184,167,2.7,Illustration Rare,./img/MaskeradeimZwielicht_184_Stollrak.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Praktibalk,532,0532 Praktibalk,183,167,2.79,Illustration Rare,./img/MaskeradeimZwielicht_183_Praktibalk.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Voluminas,476,0476 Voluminas,182,167,1.98,Illustration Rare,./img/MaskeradeimZwielicht_182_Voluminas.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Hisui-Fukano,58,0058 Fukano,181,167,7.3,Illustration Rare,./img/MaskeradeimZwielicht_181_Hisui-Fukano.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Cupidos,905,0905 Cupidos,180,167,2.99,Illustration Rare,./img/MaskeradeimZwielicht_180_Cupidos.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Palimpalim,358,0358 Palimpalim,179,167,1.99,Illustration Rare,./img/MaskeradeimZwielicht_179_Palimpalim.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Voltrel,940,0940 Voltrel,178,167,2.0,Illustration Rare,./img/MaskeradeimZwielicht_178_Voltrel.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Elezard,695,0695 Elezard,177,167,2.4,Illustration Rare,./img/MaskeradeimZwielicht_177_Elezard.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Urgl,845,0845 Urgl,176,167,2.2,Illustration Rare,./img/MaskeradeimZwielicht_176_Urgl.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Phione,489,0489 Phione,175,167,5.0,Illustration Rare,./img/MaskeradeimZwielicht_175_Phione.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Frosdedje,478,0478 Frosdedje,174,167,4.8,Illustration Rare,./img/MaskeradeimZwielicht_174_Frosdedje.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Panferno,392,0392 Panferno,173,167,6.48,Illustration Rare,./img/MaskeradeimZwielicht_173_Panferno.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Qurtel,324,0324 Qurtel,172,167,2.6,Illustration Rare,./img/MaskeradeimZwielicht_172_Qurtel.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Mortcha,1012,1012 Mortcha,171,167,1.89,Illustration Rare,./img/MaskeradeimZwielicht_171_Mortcha.png,26.10.2025
Karmesin & Purpur,Maskerade im Zwielicht,Sirapfel,1011,1011 Sirapfel,170,167,3.95,Illustration Rare,./img/MaskeradeimZwielicht_170_Sirapfel.png,26.10.2025
